drug_id,pdb_id,Energy,pose_file_name
r2_gen_63336,3BZ3,-9.4,r2_gen_63336_3BZ3_best_docking_pose.mol2
r2_gen_53441,3BZ3,-10.77,r2_gen_53441_3BZ3_best_docking_pose.mol2
r2_gen_184093,3BZ3,-8.78,r2_gen_184093_3BZ3_best_docking_pose.mol2
r2_gen_276277,3BZ3,-8.02,r2_gen_276277_3BZ3_best_docking_pose.mol2
r2_gen_97282,3BZ3,-9.6,r2_gen_97282_3BZ3_best_docking_pose.mol2
r2_gen_2003,3BZ3,-8.05,r2_gen_2003_3BZ3_best_docking_pose.mol2
r2_gen_85136,3BZ3,-8.65,r2_gen_85136_3BZ3_best_docking_pose.mol2
r2_gen_297178,3BZ3,-7.35,r2_gen_297178_3BZ3_best_docking_pose.mol2
r2_gen_114188,3BZ3,-7.58,r2_gen_114188_3BZ3_best_docking_pose.mol2
r2_gen_51446,3BZ3,-8.86,r2_gen_51446_3BZ3_best_docking_pose.mol2
r2_gen_37140,3BZ3,-9.35,r2_gen_37140_3BZ3_best_docking_pose.mol2
r2_gen_56694,3BZ3,-8.56,r2_gen_56694_3BZ3_best_docking_pose.mol2
r2_gen_78973,3BZ3,-9.5,r2_gen_78973_3BZ3_best_docking_pose.mol2
r2_gen_231477,3BZ3,-8.17,r2_gen_231477_3BZ3_best_docking_pose.mol2
r2_gen_122502,3BZ3,-8.87,r2_gen_122502_3BZ3_best_docking_pose.mol2
r2_gen_67830,3BZ3,-8.72,r2_gen_67830_3BZ3_best_docking_pose.mol2
r2_gen_69399,3BZ3,-9.47,r2_gen_69399_3BZ3_best_docking_pose.mol2
r2_gen_110962,3BZ3,-10.51,r2_gen_110962_3BZ3_best_docking_pose.mol2
r2_gen_120509,3BZ3,-9.03,r2_gen_120509_3BZ3_best_docking_pose.mol2
r2_gen_116654,3BZ3,-7.16,r2_gen_116654_3BZ3_best_docking_pose.mol2
r2_gen_31629,3BZ3,-8.86,r2_gen_31629_3BZ3_best_docking_pose.mol2
r2_gen_21044,3BZ3,-7.22,r2_gen_21044_3BZ3_best_docking_pose.mol2
r2_gen_6513,3BZ3,-8.51,r2_gen_6513_3BZ3_best_docking_pose.mol2
r2_gen_34126,3BZ3,-7.99,r2_gen_34126_3BZ3_best_docking_pose.mol2
r2_gen_277149,3BZ3,-7.78,r2_gen_277149_3BZ3_best_docking_pose.mol2
r2_gen_301407,3BZ3,-9.4,r2_gen_301407_3BZ3_best_docking_pose.mol2
r2_gen_54632,3BZ3,-9.96,r2_gen_54632_3BZ3_best_docking_pose.mol2
r2_gen_28657,3BZ3,-11.44,r2_gen_28657_3BZ3_best_docking_pose.mol2
r2_gen_63171,3BZ3,-7.89,r2_gen_63171_3BZ3_best_docking_pose.mol2
r2_gen_156224,3BZ3,-7.98,r2_gen_156224_3BZ3_best_docking_pose.mol2
r2_gen_55160,3BZ3,-7.14,r2_gen_55160_3BZ3_best_docking_pose.mol2
r2_gen_177366,3BZ3,-7.28,r2_gen_177366_3BZ3_best_docking_pose.mol2
r2_gen_78640,3BZ3,-9.77,r2_gen_78640_3BZ3_best_docking_pose.mol2
r2_gen_51861,3BZ3,-10.42,r2_gen_51861_3BZ3_best_docking_pose.mol2
r2_gen_51463,3BZ3,-7.65,r2_gen_51463_3BZ3_best_docking_pose.mol2
r2_gen_303489,3BZ3,-8.35,r2_gen_303489_3BZ3_best_docking_pose.mol2
r2_gen_14208,3BZ3,-7.79,r2_gen_14208_3BZ3_best_docking_pose.mol2
r2_gen_41265,3BZ3,-8.35,r2_gen_41265_3BZ3_best_docking_pose.mol2
r2_gen_168072,3BZ3,-8.05,r2_gen_168072_3BZ3_best_docking_pose.mol2
r2_gen_79128,3BZ3,-9.28,r2_gen_79128_3BZ3_best_docking_pose.mol2
r2_gen_164751,3BZ3,-9.21,r2_gen_164751_3BZ3_best_docking_pose.mol2
r2_gen_222404,3BZ3,-10.05,r2_gen_222404_3BZ3_best_docking_pose.mol2
r2_gen_284487,3BZ3,-10.53,r2_gen_284487_3BZ3_best_docking_pose.mol2
r2_gen_221563,3BZ3,-7.12,r2_gen_221563_3BZ3_best_docking_pose.mol2
r2_gen_848,3BZ3,-7.83,r2_gen_848_3BZ3_best_docking_pose.mol2
r2_gen_292719,3BZ3,-8.16,r2_gen_292719_3BZ3_best_docking_pose.mol2
r2_gen_123931,3BZ3,-8.21,r2_gen_123931_3BZ3_best_docking_pose.mol2
r2_gen_128581,3BZ3,-9.13,r2_gen_128581_3BZ3_best_docking_pose.mol2
r2_gen_202924,3BZ3,-6.63,r2_gen_202924_3BZ3_best_docking_pose.mol2
r2_gen_210116,3BZ3,-7.0,r2_gen_210116_3BZ3_best_docking_pose.mol2
r2_gen_13256,3BZ3,-9.21,r2_gen_13256_3BZ3_best_docking_pose.mol2
r2_gen_269266,3BZ3,-9.98,r2_gen_269266_3BZ3_best_docking_pose.mol2
r2_gen_131866,3BZ3,-9.36,r2_gen_131866_3BZ3_best_docking_pose.mol2
r2_gen_6577,3BZ3,-7.23,r2_gen_6577_3BZ3_best_docking_pose.mol2
r2_gen_250292,3BZ3,-9.59,r2_gen_250292_3BZ3_best_docking_pose.mol2
r2_gen_173498,3BZ3,-9.1,r2_gen_173498_3BZ3_best_docking_pose.mol2
r2_gen_119113,3BZ3,-9.97,r2_gen_119113_3BZ3_best_docking_pose.mol2
r2_gen_304016,3BZ3,-7.45,r2_gen_304016_3BZ3_best_docking_pose.mol2
r2_gen_211516,3BZ3,-6.58,r2_gen_211516_3BZ3_best_docking_pose.mol2
r2_gen_182712,3BZ3,-8.22,r2_gen_182712_3BZ3_best_docking_pose.mol2
r2_gen_29985,3BZ3,-9.7,r2_gen_29985_3BZ3_best_docking_pose.mol2
r2_gen_108377,3BZ3,-7.89,r2_gen_108377_3BZ3_best_docking_pose.mol2
r2_gen_81258,3BZ3,-10.27,r2_gen_81258_3BZ3_best_docking_pose.mol2
r2_gen_93333,3BZ3,-9.05,r2_gen_93333_3BZ3_best_docking_pose.mol2
r2_gen_301241,3BZ3,-9.11,r2_gen_301241_3BZ3_best_docking_pose.mol2
r2_gen_5974,3BZ3,-8.68,r2_gen_5974_3BZ3_best_docking_pose.mol2
r2_gen_302592,3BZ3,-8.97,r2_gen_302592_3BZ3_best_docking_pose.mol2
r2_gen_226799,3BZ3,-9.33,r2_gen_226799_3BZ3_best_docking_pose.mol2
r2_gen_224462,3BZ3,-9.69,r2_gen_224462_3BZ3_best_docking_pose.mol2
r2_gen_182459,3BZ3,-10.76,r2_gen_182459_3BZ3_best_docking_pose.mol2
r2_gen_249979,3BZ3,-7.95,r2_gen_249979_3BZ3_best_docking_pose.mol2
r2_gen_240511,3BZ3,-8.82,r2_gen_240511_3BZ3_best_docking_pose.mol2
r2_gen_223362,3BZ3,-8.67,r2_gen_223362_3BZ3_best_docking_pose.mol2
r2_gen_77449,3BZ3,-7.78,r2_gen_77449_3BZ3_best_docking_pose.mol2
r2_gen_252815,3BZ3,-8.43,r2_gen_252815_3BZ3_best_docking_pose.mol2
r2_gen_84896,3BZ3,-10.21,r2_gen_84896_3BZ3_best_docking_pose.mol2
r2_gen_200570,3BZ3,-9.77,r2_gen_200570_3BZ3_best_docking_pose.mol2
r2_gen_137486,3BZ3,-10.05,r2_gen_137486_3BZ3_best_docking_pose.mol2
r2_gen_1880,3BZ3,-10.5,r2_gen_1880_3BZ3_best_docking_pose.mol2
r2_gen_40105,3BZ3,-8.67,r2_gen_40105_3BZ3_best_docking_pose.mol2
r2_gen_302605,3BZ3,-8.3,r2_gen_302605_3BZ3_best_docking_pose.mol2
r2_gen_86294,3BZ3,-8.05,r2_gen_86294_3BZ3_best_docking_pose.mol2
r2_gen_302392,3BZ3,-7.65,r2_gen_302392_3BZ3_best_docking_pose.mol2
r2_gen_118135,3BZ3,-9.26,r2_gen_118135_3BZ3_best_docking_pose.mol2
r2_gen_242019,3BZ3,-7.9,r2_gen_242019_3BZ3_best_docking_pose.mol2
r2_gen_215991,3BZ3,-10.01,r2_gen_215991_3BZ3_best_docking_pose.mol2
r2_gen_82820,3BZ3,-7.85,r2_gen_82820_3BZ3_best_docking_pose.mol2
r2_gen_300179,3BZ3,-9.44,r2_gen_300179_3BZ3_best_docking_pose.mol2
r2_gen_175740,3BZ3,-7.79,r2_gen_175740_3BZ3_best_docking_pose.mol2
r2_gen_287386,3BZ3,-8.9,r2_gen_287386_3BZ3_best_docking_pose.mol2
r2_gen_270402,3BZ3,-10.22,r2_gen_270402_3BZ3_best_docking_pose.mol2
r2_gen_116618,3BZ3,-7.56,r2_gen_116618_3BZ3_best_docking_pose.mol2
r2_gen_39019,3BZ3,-7.66,r2_gen_39019_3BZ3_best_docking_pose.mol2
r2_gen_58867,3BZ3,-9.64,r2_gen_58867_3BZ3_best_docking_pose.mol2
r2_gen_146076,3BZ3,-7.3,r2_gen_146076_3BZ3_best_docking_pose.mol2
r2_gen_53137,3BZ3,-9.29,r2_gen_53137_3BZ3_best_docking_pose.mol2
r2_gen_107936,3BZ3,-9.37,r2_gen_107936_3BZ3_best_docking_pose.mol2
r2_gen_31917,3BZ3,-10.38,r2_gen_31917_3BZ3_best_docking_pose.mol2
r2_gen_15425,3BZ3,-8.41,r2_gen_15425_3BZ3_best_docking_pose.mol2
r2_gen_302866,3BZ3,-8.47,r2_gen_302866_3BZ3_best_docking_pose.mol2
r2_gen_60250,3BZ3,-9.08,r2_gen_60250_3BZ3_best_docking_pose.mol2
r2_gen_234220,3BZ3,-10.36,r2_gen_234220_3BZ3_best_docking_pose.mol2
r2_gen_15907,3BZ3,-9.12,r2_gen_15907_3BZ3_best_docking_pose.mol2
r2_gen_192900,3BZ3,-9.4,r2_gen_192900_3BZ3_best_docking_pose.mol2
r2_gen_190566,3BZ3,-9.48,r2_gen_190566_3BZ3_best_docking_pose.mol2
r2_gen_80834,3BZ3,-6.96,r2_gen_80834_3BZ3_best_docking_pose.mol2
r2_gen_73071,3BZ3,-9.72,r2_gen_73071_3BZ3_best_docking_pose.mol2
r2_gen_42457,3BZ3,-7.85,r2_gen_42457_3BZ3_best_docking_pose.mol2
r2_gen_44907,3BZ3,-8.22,r2_gen_44907_3BZ3_best_docking_pose.mol2
r2_gen_268834,3BZ3,-8.0,r2_gen_268834_3BZ3_best_docking_pose.mol2
r2_gen_289744,3BZ3,-9.53,r2_gen_289744_3BZ3_best_docking_pose.mol2
r2_gen_95046,3BZ3,-10.08,r2_gen_95046_3BZ3_best_docking_pose.mol2
r2_gen_269692,3BZ3,-8.64,r2_gen_269692_3BZ3_best_docking_pose.mol2
r2_gen_115368,3BZ3,-7.42,r2_gen_115368_3BZ3_best_docking_pose.mol2
r2_gen_28039,3BZ3,-8.55,r2_gen_28039_3BZ3_best_docking_pose.mol2
r2_gen_209826,3BZ3,-10.34,r2_gen_209826_3BZ3_best_docking_pose.mol2
r2_gen_136535,3BZ3,-8.39,r2_gen_136535_3BZ3_best_docking_pose.mol2
r2_gen_268170,3BZ3,-8.44,r2_gen_268170_3BZ3_best_docking_pose.mol2
r2_gen_1257,3BZ3,-9.53,r2_gen_1257_3BZ3_best_docking_pose.mol2
r2_gen_28089,3BZ3,-8.41,r2_gen_28089_3BZ3_best_docking_pose.mol2
r2_gen_251009,3BZ3,-10.41,r2_gen_251009_3BZ3_best_docking_pose.mol2
r2_gen_236918,3BZ3,-10.47,r2_gen_236918_3BZ3_best_docking_pose.mol2
r2_gen_76604,3BZ3,-8.52,r2_gen_76604_3BZ3_best_docking_pose.mol2
r2_gen_149289,3BZ3,-8.28,r2_gen_149289_3BZ3_best_docking_pose.mol2
r2_gen_276227,3BZ3,-8.98,r2_gen_276227_3BZ3_best_docking_pose.mol2
r2_gen_298748,3BZ3,-9.32,r2_gen_298748_3BZ3_best_docking_pose.mol2
r2_gen_172439,3BZ3,-8.22,r2_gen_172439_3BZ3_best_docking_pose.mol2
r2_gen_190417,3BZ3,-7.88,r2_gen_190417_3BZ3_best_docking_pose.mol2
r2_gen_183319,3BZ3,-7.9,r2_gen_183319_3BZ3_best_docking_pose.mol2
r2_gen_271479,3BZ3,-10.91,r2_gen_271479_3BZ3_best_docking_pose.mol2
r2_gen_116340,3BZ3,-7.69,r2_gen_116340_3BZ3_best_docking_pose.mol2
r2_gen_183874,3BZ3,-7.94,r2_gen_183874_3BZ3_best_docking_pose.mol2
r2_gen_133575,3BZ3,-10.04,r2_gen_133575_3BZ3_best_docking_pose.mol2
r2_gen_205952,3BZ3,-8.02,r2_gen_205952_3BZ3_best_docking_pose.mol2
r2_gen_89548,3BZ3,-9.76,r2_gen_89548_3BZ3_best_docking_pose.mol2
r2_gen_270539,3BZ3,-10.43,r2_gen_270539_3BZ3_best_docking_pose.mol2
r2_gen_290676,3BZ3,-9.89,r2_gen_290676_3BZ3_best_docking_pose.mol2
r2_gen_199593,3BZ3,-7.74,r2_gen_199593_3BZ3_best_docking_pose.mol2
r2_gen_183355,3BZ3,-7.82,r2_gen_183355_3BZ3_best_docking_pose.mol2
r2_gen_61926,3BZ3,-9.65,r2_gen_61926_3BZ3_best_docking_pose.mol2
r2_gen_221984,3BZ3,-9.59,r2_gen_221984_3BZ3_best_docking_pose.mol2
r2_gen_156930,3BZ3,-9.81,r2_gen_156930_3BZ3_best_docking_pose.mol2
r2_gen_302142,3BZ3,-8.14,r2_gen_302142_3BZ3_best_docking_pose.mol2
r2_gen_42744,3BZ3,-9.62,r2_gen_42744_3BZ3_best_docking_pose.mol2
r2_gen_24417,3BZ3,-7.99,r2_gen_24417_3BZ3_best_docking_pose.mol2
r2_gen_8931,3BZ3,-7.28,r2_gen_8931_3BZ3_best_docking_pose.mol2
r2_gen_261194,3BZ3,-9.56,r2_gen_261194_3BZ3_best_docking_pose.mol2
r2_gen_301513,3BZ3,-7.85,r2_gen_301513_3BZ3_best_docking_pose.mol2
r2_gen_210202,3BZ3,-8.8,r2_gen_210202_3BZ3_best_docking_pose.mol2
r2_gen_214536,3BZ3,-9.47,r2_gen_214536_3BZ3_best_docking_pose.mol2
r2_gen_125614,3BZ3,0.0,r2_gen_125614_3BZ3_best_docking_pose.mol2
r2_gen_206846,3BZ3,-9.37,r2_gen_206846_3BZ3_best_docking_pose.mol2
r2_gen_84521,3BZ3,-9.11,r2_gen_84521_3BZ3_best_docking_pose.mol2
r2_gen_276136,3BZ3,-6.42,r2_gen_276136_3BZ3_best_docking_pose.mol2
r2_gen_250494,3BZ3,-7.21,r2_gen_250494_3BZ3_best_docking_pose.mol2
r2_gen_232296,3BZ3,-10.07,r2_gen_232296_3BZ3_best_docking_pose.mol2
r2_gen_219788,3BZ3,-6.47,r2_gen_219788_3BZ3_best_docking_pose.mol2
r2_gen_16822,3BZ3,-7.15,r2_gen_16822_3BZ3_best_docking_pose.mol2
r2_gen_247966,3BZ3,-8.05,r2_gen_247966_3BZ3_best_docking_pose.mol2
r2_gen_96997,3BZ3,-8.7,r2_gen_96997_3BZ3_best_docking_pose.mol2
r2_gen_107246,3BZ3,-8.76,r2_gen_107246_3BZ3_best_docking_pose.mol2
r2_gen_65568,3BZ3,-9.99,r2_gen_65568_3BZ3_best_docking_pose.mol2
r2_gen_202741,3BZ3,-8.98,r2_gen_202741_3BZ3_best_docking_pose.mol2
r2_gen_297785,3BZ3,-9.35,r2_gen_297785_3BZ3_best_docking_pose.mol2
r2_gen_11395,3BZ3,-8.43,r2_gen_11395_3BZ3_best_docking_pose.mol2
r2_gen_105631,3BZ3,-9.42,r2_gen_105631_3BZ3_best_docking_pose.mol2
r2_gen_134049,3BZ3,-10.96,r2_gen_134049_3BZ3_best_docking_pose.mol2
r2_gen_109333,3BZ3,-9.19,r2_gen_109333_3BZ3_best_docking_pose.mol2
r2_gen_234495,3BZ3,-8.11,r2_gen_234495_3BZ3_best_docking_pose.mol2
r2_gen_136011,3BZ3,-8.07,r2_gen_136011_3BZ3_best_docking_pose.mol2
r2_gen_251584,3BZ3,-9.81,r2_gen_251584_3BZ3_best_docking_pose.mol2
r2_gen_180556,3BZ3,-7.25,r2_gen_180556_3BZ3_best_docking_pose.mol2
r2_gen_116276,3BZ3,-9.25,r2_gen_116276_3BZ3_best_docking_pose.mol2
r2_gen_1920,3BZ3,-9.23,r2_gen_1920_3BZ3_best_docking_pose.mol2
r2_gen_203764,3BZ3,-10.14,r2_gen_203764_3BZ3_best_docking_pose.mol2
r2_gen_116962,3BZ3,-10.15,r2_gen_116962_3BZ3_best_docking_pose.mol2
r2_gen_269198,3BZ3,-7.23,r2_gen_269198_3BZ3_best_docking_pose.mol2
r2_gen_249158,3BZ3,-9.54,r2_gen_249158_3BZ3_best_docking_pose.mol2
r2_gen_6572,3BZ3,-7.07,r2_gen_6572_3BZ3_best_docking_pose.mol2
r2_gen_193985,3BZ3,-6.62,r2_gen_193985_3BZ3_best_docking_pose.mol2
r2_gen_7642,3BZ3,-8.73,r2_gen_7642_3BZ3_best_docking_pose.mol2
r2_gen_160109,3BZ3,-10.52,r2_gen_160109_3BZ3_best_docking_pose.mol2
r2_gen_205879,3BZ3,-9.15,r2_gen_205879_3BZ3_best_docking_pose.mol2
r2_gen_93003,3BZ3,-8.74,r2_gen_93003_3BZ3_best_docking_pose.mol2
r2_gen_301933,3BZ3,-7.91,r2_gen_301933_3BZ3_best_docking_pose.mol2
r2_gen_300832,3BZ3,-9.7,r2_gen_300832_3BZ3_best_docking_pose.mol2
r2_gen_288217,3BZ3,-9.69,r2_gen_288217_3BZ3_best_docking_pose.mol2
r2_gen_21272,3BZ3,-9.15,r2_gen_21272_3BZ3_best_docking_pose.mol2
r2_gen_223822,3BZ3,-8.47,r2_gen_223822_3BZ3_best_docking_pose.mol2
r2_gen_184826,3BZ3,-9.81,r2_gen_184826_3BZ3_best_docking_pose.mol2
r2_gen_156269,3BZ3,-9.32,r2_gen_156269_3BZ3_best_docking_pose.mol2
r2_gen_303872,3BZ3,-8.52,r2_gen_303872_3BZ3_best_docking_pose.mol2
r2_gen_102487,3BZ3,-7.22,r2_gen_102487_3BZ3_best_docking_pose.mol2
r2_gen_101345,3BZ3,-11.03,r2_gen_101345_3BZ3_best_docking_pose.mol2
r2_gen_269268,3BZ3,-10.73,r2_gen_269268_3BZ3_best_docking_pose.mol2
r2_gen_119526,3BZ3,-9.22,r2_gen_119526_3BZ3_best_docking_pose.mol2
r2_gen_118257,3BZ3,-9.73,r2_gen_118257_3BZ3_best_docking_pose.mol2
r2_gen_35583,3BZ3,-7.27,r2_gen_35583_3BZ3_best_docking_pose.mol2
r2_gen_210463,3BZ3,-10.98,r2_gen_210463_3BZ3_best_docking_pose.mol2
r2_gen_202703,3BZ3,-8.56,r2_gen_202703_3BZ3_best_docking_pose.mol2
r2_gen_73676,3BZ3,-9.64,r2_gen_73676_3BZ3_best_docking_pose.mol2
r2_gen_54625,3BZ3,-9.34,r2_gen_54625_3BZ3_best_docking_pose.mol2
r2_gen_161277,3BZ3,-9.32,r2_gen_161277_3BZ3_best_docking_pose.mol2
r2_gen_127023,3BZ3,-8.22,r2_gen_127023_3BZ3_best_docking_pose.mol2
r2_gen_25711,3BZ3,-9.78,r2_gen_25711_3BZ3_best_docking_pose.mol2
r2_gen_158901,3BZ3,-8.57,r2_gen_158901_3BZ3_best_docking_pose.mol2
r2_gen_213471,3BZ3,-9.57,r2_gen_213471_3BZ3_best_docking_pose.mol2
r2_gen_156754,3BZ3,-9.91,r2_gen_156754_3BZ3_best_docking_pose.mol2
r2_gen_163975,3BZ3,-9.15,r2_gen_163975_3BZ3_best_docking_pose.mol2
r2_gen_274300,3BZ3,-7.98,r2_gen_274300_3BZ3_best_docking_pose.mol2
r2_gen_3738,3BZ3,-8.02,r2_gen_3738_3BZ3_best_docking_pose.mol2
r2_gen_299238,3BZ3,-8.1,r2_gen_299238_3BZ3_best_docking_pose.mol2
r2_gen_167507,3BZ3,-10.25,r2_gen_167507_3BZ3_best_docking_pose.mol2
r2_gen_259445,3BZ3,-8.19,r2_gen_259445_3BZ3_best_docking_pose.mol2
r2_gen_212520,3BZ3,-9.16,r2_gen_212520_3BZ3_best_docking_pose.mol2
r2_gen_252571,3BZ3,-10.16,r2_gen_252571_3BZ3_best_docking_pose.mol2
r2_gen_280971,3BZ3,-8.55,r2_gen_280971_3BZ3_best_docking_pose.mol2
r2_gen_122644,3BZ3,-9.38,r2_gen_122644_3BZ3_best_docking_pose.mol2
r2_gen_27378,3BZ3,-8.05,r2_gen_27378_3BZ3_best_docking_pose.mol2
r2_gen_141499,3BZ3,-8.7,r2_gen_141499_3BZ3_best_docking_pose.mol2
r2_gen_212636,3BZ3,-9.12,r2_gen_212636_3BZ3_best_docking_pose.mol2
r2_gen_272039,3BZ3,-7.28,r2_gen_272039_3BZ3_best_docking_pose.mol2
r2_gen_300315,3BZ3,-10.47,r2_gen_300315_3BZ3_best_docking_pose.mol2
r2_gen_34781,3BZ3,-8.83,r2_gen_34781_3BZ3_best_docking_pose.mol2
r2_gen_40340,3BZ3,-8.29,r2_gen_40340_3BZ3_best_docking_pose.mol2
r2_gen_176660,3BZ3,-8.89,r2_gen_176660_3BZ3_best_docking_pose.mol2
r2_gen_114811,3BZ3,-6.62,r2_gen_114811_3BZ3_best_docking_pose.mol2
r2_gen_53722,3BZ3,-10.33,r2_gen_53722_3BZ3_best_docking_pose.mol2
r2_gen_89878,3BZ3,-7.9,r2_gen_89878_3BZ3_best_docking_pose.mol2
r2_gen_141124,3BZ3,-11.23,r2_gen_141124_3BZ3_best_docking_pose.mol2
r2_gen_195422,3BZ3,-8.7,r2_gen_195422_3BZ3_best_docking_pose.mol2
r2_gen_47699,3BZ3,-6.87,r2_gen_47699_3BZ3_best_docking_pose.mol2
r2_gen_157583,3BZ3,-8.65,r2_gen_157583_3BZ3_best_docking_pose.mol2
r2_gen_232462,3BZ3,-9.62,r2_gen_232462_3BZ3_best_docking_pose.mol2
r2_gen_1058,3BZ3,-9.83,r2_gen_1058_3BZ3_best_docking_pose.mol2
r2_gen_267611,3BZ3,-8.37,r2_gen_267611_3BZ3_best_docking_pose.mol2
r2_gen_286662,3BZ3,-7.95,r2_gen_286662_3BZ3_best_docking_pose.mol2
r2_gen_72242,3BZ3,-9.13,r2_gen_72242_3BZ3_best_docking_pose.mol2
r2_gen_10606,3BZ3,-11.07,r2_gen_10606_3BZ3_best_docking_pose.mol2
r2_gen_239285,3BZ3,-9.63,r2_gen_239285_3BZ3_best_docking_pose.mol2
r2_gen_274279,3BZ3,-9.69,r2_gen_274279_3BZ3_best_docking_pose.mol2
r2_gen_207929,3BZ3,-8.1,r2_gen_207929_3BZ3_best_docking_pose.mol2
r2_gen_160849,3BZ3,-9.47,r2_gen_160849_3BZ3_best_docking_pose.mol2
r2_gen_294759,3BZ3,-8.57,r2_gen_294759_3BZ3_best_docking_pose.mol2
r2_gen_120176,3BZ3,-7.42,r2_gen_120176_3BZ3_best_docking_pose.mol2
r2_gen_50316,3BZ3,-8.15,r2_gen_50316_3BZ3_best_docking_pose.mol2
r2_gen_153265,3BZ3,-8.68,r2_gen_153265_3BZ3_best_docking_pose.mol2
r2_gen_66594,3BZ3,-9.74,r2_gen_66594_3BZ3_best_docking_pose.mol2
r2_gen_265706,3BZ3,-8.59,r2_gen_265706_3BZ3_best_docking_pose.mol2
r2_gen_224423,3BZ3,-9.5,r2_gen_224423_3BZ3_best_docking_pose.mol2
r2_gen_91386,3BZ3,-9.26,r2_gen_91386_3BZ3_best_docking_pose.mol2
r2_gen_168595,3BZ3,-8.46,r2_gen_168595_3BZ3_best_docking_pose.mol2
r2_gen_153355,3BZ3,-7.12,r2_gen_153355_3BZ3_best_docking_pose.mol2
r2_gen_231640,3BZ3,-10.86,r2_gen_231640_3BZ3_best_docking_pose.mol2
r2_gen_211972,3BZ3,-8.43,r2_gen_211972_3BZ3_best_docking_pose.mol2
r2_gen_278149,3BZ3,-9.59,r2_gen_278149_3BZ3_best_docking_pose.mol2
r2_gen_72345,3BZ3,-9.06,r2_gen_72345_3BZ3_best_docking_pose.mol2
r2_gen_211503,3BZ3,-6.3,r2_gen_211503_3BZ3_best_docking_pose.mol2
r2_gen_285420,3BZ3,-7.42,r2_gen_285420_3BZ3_best_docking_pose.mol2
r2_gen_181274,3BZ3,-9.12,r2_gen_181274_3BZ3_best_docking_pose.mol2
r2_gen_149775,3BZ3,-8.47,r2_gen_149775_3BZ3_best_docking_pose.mol2
r2_gen_70883,3BZ3,-7.02,r2_gen_70883_3BZ3_best_docking_pose.mol2
r2_gen_147446,3BZ3,-8.9,r2_gen_147446_3BZ3_best_docking_pose.mol2
r2_gen_257463,3BZ3,-9.98,r2_gen_257463_3BZ3_best_docking_pose.mol2
r2_gen_133468,3BZ3,-9.26,r2_gen_133468_3BZ3_best_docking_pose.mol2
r2_gen_228463,3BZ3,-8.52,r2_gen_228463_3BZ3_best_docking_pose.mol2
r2_gen_161948,3BZ3,-9.85,r2_gen_161948_3BZ3_best_docking_pose.mol2
r2_gen_240293,3BZ3,-9.71,r2_gen_240293_3BZ3_best_docking_pose.mol2
r2_gen_3499,3BZ3,-9.23,r2_gen_3499_3BZ3_best_docking_pose.mol2
r2_gen_36611,3BZ3,-9.72,r2_gen_36611_3BZ3_best_docking_pose.mol2
r2_gen_91462,3BZ3,-8.58,r2_gen_91462_3BZ3_best_docking_pose.mol2
r2_gen_205109,3BZ3,-7.71,r2_gen_205109_3BZ3_best_docking_pose.mol2
r2_gen_19111,3BZ3,-9.79,r2_gen_19111_3BZ3_best_docking_pose.mol2
r2_gen_91326,3BZ3,-9.94,r2_gen_91326_3BZ3_best_docking_pose.mol2
r2_gen_100731,3BZ3,-9.78,r2_gen_100731_3BZ3_best_docking_pose.mol2
r2_gen_16174,3BZ3,-9.67,r2_gen_16174_3BZ3_best_docking_pose.mol2
r2_gen_244364,3BZ3,-7.92,r2_gen_244364_3BZ3_best_docking_pose.mol2
r2_gen_286357,3BZ3,-8.44,r2_gen_286357_3BZ3_best_docking_pose.mol2
r2_gen_280210,3BZ3,-7.83,r2_gen_280210_3BZ3_best_docking_pose.mol2
r2_gen_188425,3BZ3,-9.76,r2_gen_188425_3BZ3_best_docking_pose.mol2
r2_gen_182211,3BZ3,-9.97,r2_gen_182211_3BZ3_best_docking_pose.mol2
r2_gen_260708,3BZ3,-7.39,r2_gen_260708_3BZ3_best_docking_pose.mol2
r2_gen_55671,3BZ3,-8.06,r2_gen_55671_3BZ3_best_docking_pose.mol2
r2_gen_111396,3BZ3,-7.44,r2_gen_111396_3BZ3_best_docking_pose.mol2
r2_gen_246556,3BZ3,-8.05,r2_gen_246556_3BZ3_best_docking_pose.mol2
r2_gen_269907,3BZ3,-10.31,r2_gen_269907_3BZ3_best_docking_pose.mol2
r2_gen_157506,3BZ3,-6.08,r2_gen_157506_3BZ3_best_docking_pose.mol2
r2_gen_51049,3BZ3,-10.39,r2_gen_51049_3BZ3_best_docking_pose.mol2
r2_gen_88570,3BZ3,-8.58,r2_gen_88570_3BZ3_best_docking_pose.mol2
r2_gen_69716,3BZ3,-7.08,r2_gen_69716_3BZ3_best_docking_pose.mol2
r2_gen_90137,3BZ3,-7.98,r2_gen_90137_3BZ3_best_docking_pose.mol2
r2_gen_1565,3BZ3,-9.31,r2_gen_1565_3BZ3_best_docking_pose.mol2
r2_gen_284995,3BZ3,-9.94,r2_gen_284995_3BZ3_best_docking_pose.mol2
r2_gen_207210,3BZ3,-10.2,r2_gen_207210_3BZ3_best_docking_pose.mol2
r2_gen_61017,3BZ3,-9.71,r2_gen_61017_3BZ3_best_docking_pose.mol2
r2_gen_60975,3BZ3,-6.33,r2_gen_60975_3BZ3_best_docking_pose.mol2
r2_gen_237387,3BZ3,-7.43,r2_gen_237387_3BZ3_best_docking_pose.mol2
